ibu,size,style,brewery_location,id,name,abv,brewery_name
N/A,16 oz.,Cider,"Bend, OR",1467,Happy Cider,5.5%,Red Tank Cider Company
N/A,12 oz.,Cider,"Seattle, WA",1466,Ginger Cider,6.5%,Schilling & Company
N/A,16 oz.,Cider,"Portland, OR",1465,Granny Smith Hard Apple Cider,6.9%,Cascadia Ciderworks United
N/A,16 oz.,Cider,"Portland, OR",1464,Dry Hard Apple Cider,6.9%,Cascadia Ciderworks United
17,12 oz.,Munich Helles Lager,"Dillon, CO",1463,Hideout Helles,6.9%,Pug Ryan's Brewery
15,12 oz.,Munich Dunkel Lager,"Dillon, CO",1462,Dead Eye Dunkel,6.0%,Pug Ryan's Brewery
21,12 oz.,Czech Pilsener,"Dillon, CO",1461,Peacemaker Pilsner,5.8%,Pug Ryan's Brewery
44,32 oz.,American Pale Ale (APA),"San Diego, CA",1460,El Conquistador Extra Pale Ale,4.8%,Mission Brewery
75,32 oz.,American Double / Imperial IPA,"San Diego, CA",1459,Shipwrecked Double IPA,9.2%,Mission Brewery
25,12 oz.,Märzen / Oktoberfest,"Houston, TX",1458,Karbachtoberfest,5.5%,Karbach Brewing Company
N/A,16 oz.,American Amber / Red Ale,"Carlsbad, CA",1457,Chronic Ale,4.9%,Pizza Port Brewing Company
60,12 oz.,English Strong Ale,"Missoula, MT",1456,Powder Hound Winter Ale,7.2%,Big Sky Brewing Company
58,16 oz.,American Stout,"Boulder, CO",1455,Sudice American Stout,7.0%,Fate Brewing Company
20,16 oz.,Belgian Pale Ale,"Boulder, CO",1454,Parcae Belgian Style Pale Ale,5.0%,Fate Brewing Company
20,16 oz.,Roggenbier,"Boulder, CO",1453,Norns Roggenbier,5.0%,Fate Brewing Company
20,16 oz.,Kölsch,"Boulder, CO",1452,Laimas Kölsch Style Ale,5.0%,Fate Brewing Company
70,16 oz.,American IPA,"Boulder, CO",1451,Moirai India Pale Ale,7.0%,Fate Brewing Company
N/A,12 oz.,Winter Warmer,"Stevens Point, WI",1450,St. Benedict's Winter Ale,6.2%,Stevens Point Brewery
115,16 oz.,American Double / Imperial IPA,"Evansville, IN",1449,Overlord Imperial IPA,8.5%,Tin Man Brewing Company
N/A,16 oz.,American Double / Imperial Pilsner,"Chicago, IL",1448,Guest Lager,8.0%,Half Acre Beer Company
N/A,12 oz.,American Double / Imperial IPA,"Boise, ID",1447,Hopnoxious Imperial IPA,7.9%,Sockeye Brewing Company
N/A,12 oz.,American Blonde Ale,"Davenport, IA",1446,Great River Golden Ale,4.8%,Great River Brewery
N/A,16 oz.,Czech Pilsener,"Eau Claire, WI",1445,Lazy Monk Bohemian Pilsner,5.0%,Lazy Monk Brewing
65,12 oz.,American Pale Ale (APA),"Longmont, CO",1444,Dale's Pale Ale,6.5%,Oskar Blues Brewery
N/A,16 oz.,American Double / Imperial IPA,"Grand Rapids, MI",1443,Trebuchet Double IPA,9.3%,Brewery Vivant
100,16 oz.,American IPA,"Oklahoma City, OK",1442,F5 IPA,6.8%,COOP Ale Works
N/A,12 oz.,American Brown Ale,"Hamilton, MT",1441,Blown Out Brown,5.2%,Bitter Root Brewing
N/A,12 oz.,American Pale Ale (APA),"Seattle, WA",1440,Hale's Pale American Ale,4.7%,Hale's Ales
35,12 oz.,American IPA,"Atlantic Highlands, NJ",1439,Boat Beer,4.2%,Carton Brewing Company
N/A,12 oz.,Czech Pilsener,"Seattle, WA",1438,Presidential Pils,4.8%,Two Beers Brewing Company
N/A,12 oz.,American Pale Ale (APA),"San Francisco, CA",1437,Atom Splitter Pale Ale,5.0%,Pine Street Brewery
N/A,12 oz.,American Pale Lager,"Bend, OR",1436,Pub Beer,5.0%,10 Barrel Brewing Company
19,12 oz.,Scottish Ale,"Fargo, ND",1435,Stone's Throw IPA,4.5%,Fargo Brewing Company
70,12 oz.,American IPA,"Fargo, ND",1434,Wood Chipper India Pale Ale,6.7%,Fargo Brewing Company
N/A,16 oz.,American IPA,"Lakeside, MT",1433,Hat Trick Hop IPA,6.8%,Tamarack Brewing Company
N/A,16 oz.,American Amber / Red Ale,"Lakeside, MT",1432,Yard Sale Amber Ale,5.6%,Tamarack Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Arvada, CO",1431,Ghost Rider Pale Ale (2013),5.1%,Odyssey Beerwerks
N/A,12 oz.,Hefeweizen,"Arvada, CO",1430,Helios Hefeweizen (2013),4.7%,Odyssey Beerwerks
N/A,12 oz.,Czech Pilsener,"Lahaina, HI",1429,Pau Hana Pilsner,5.5%,Maui Brewing Company
21,12 oz.,Fruit / Vegetable Beer,"Baton Rouge, LA",1428,Tin Roof Watermelon Wheat,5.0%,Tin Roof Brewing Company
N/A,12 oz.,Bock,"Boston, MA",1427,Samuel Adams Winter Lager,5.6%,Boston Beer Company
N/A,12 oz.,American Blonde Ale,"Bloomfield, CT",1426,Back East Golden Ale,4.9%,Back East Brewing Company
N/A,12 oz.,American Double / Imperial Stout,"Boise, ID",1425,Barrel Aged Seven Devils Imperial Stout,9.9%,Sockeye Brewing Company
N/A,16 oz.,Saison / Farmhouse Ale,"Boise, ID",1424,Boise Co-Op Two Score Ale,5.5%,Sockeye Brewing Company
N/A,16 oz.,California Common / Steam Beer,"Broomfield, CO",1422,West Portal Colorado Common Summer Ale,4.1%,Big Choice Brewing
N/A,12 oz.,American Blonde Ale,"Eagle, CO",1421,Live Local Golden Ale,4.7%,Bonfire Brewing Company
77,16 oz.,American IPA,"Indianapolis, IN",1420,Grapefruit Jungle (GFJ),7.5%,Sun King Brewing Company
55,12 oz.,American Pale Ale (APA),"Ashland, OR",1419,Caldera Pale Ale,5.6%,Caldera Brewing Company
85,12 oz.,American Double / Imperial IPA,"Westminster, MA",1418,Larry Imperial IPA,8.5%,Wachusett Brewing Company
6,12 oz.,Berliner Weissbier,"Woodbridge, CT",1417,Weiss Trash Culture,3.4%,New England Brewing Company
N/A,16 oz.,Cider,"Seattle, WA",1416,Dry Cider,6.5%,Seattle Cider Company
N/A,16 oz.,Cider,"Seattle, WA",1415,Dry Hard Cider,6.5%,Seattle Cider Company
N/A,12 oz.,American Pale Ale (APA),"Hamilton, MT",1413,Single Hop Ale,6.3%,Bitter Root Brewing
N/A,12 oz.,American Blonde Ale,"Hamilton, MT",1411,Sawtooth Ale,5.4%,Bitter Root Brewing
25,12 oz.,Kölsch,"Huntsville, AL",1410,Sand Island Lighthouse,5.1%,Straight to Ale
N/A,16 oz.,American Black Ale,"Austin, TX",1409,Heavy Machinery IPA Series #1: Heavy Fist,7.0%,Austin Beerworks
16,12 oz.,Kölsch,"Arrington, VA",1408,Kölsch 151,4.9%,Blue Mountain Brewery
17,12 oz.,American Blonde Ale,"Savannah, GA",1407,Tybee Island Blonde,4.7%,Coastal Empire Beer Company
55,12 oz.,American Brown Ale,"Savannah, GA",1406,Savannah Brown Ale,6.2%,Coastal Empire Beer Company
N/A,12 oz.,Cider,"Biglerville, PA",1405,Helen's Blend,5.0%,Jack's Hard Cider (Hauser Estate...
25,16 oz.,American Amber / Red Ale,"Petoskey, MI",1404,North 45 Amber Ale,5.9%,Petoskey Brewing
20,16 oz.,Dubbel,"Petoskey, MI",1403,Horny Monk,6.9%,Petoskey Brewing
74,16 oz.,American IPA,"Petoskey, MI",1402,Mind's Eye PA,6.7%,Petoskey Brewing
23,12 oz.,Kölsch,"San Diego, CA",1401,Ballast Point Pale Ale,5.2%,Ballast Point Brewing Company
75,12 oz.,American IPA,"San Diego, CA",1400,Big Eye India Pale Ale,7.0%,Ballast Point Brewing Company
65,16 oz.,American IPA,"Los Angeles, CA",1399,Heal the Bay IPA,6.8%,Golden Road Brewing
60,16 oz.,American White IPA,"Portland, OR",1398,Pigwar White India Pale Ale,6.0%,Hopworks Urban Brewery
9,12 oz.,American Pilsner,"Ponderay, ID",1397,Two-One Niner,4.8%,Laughing Dog Brewing Company
66,12 oz.,American IPA,"Ponderay, ID",1396,Laughing Dog IPA,6.4%,Laughing Dog Brewing Company
35,12 oz.,American Pale Ale (APA),"Boulder, CO",1395,Hazed & Infused,4.9%,Boulder Beer Company
20,16 oz.,Pumpkin Ale,"Danville, PA",1394,Old Forge Pumpkin Ale,4.6%,Old Forge Brewing Company
75,12 oz.,American Black Ale,"Portland, OR",1393,Cascadian Dark Ale,6.0%,Coalition Brewing Company
20,12 oz.,Saison / Farmhouse Ale,"Boulder, CO",1392,Sanitas Saison Ale,5.8%,Sanitas Brewing Company
65,12 oz.,American Black Ale,"Boulder, CO",1391,Sanitas Black IPA,6.8%,Sanitas Brewing Company
20,12 oz.,American Blonde Ale,"Springfield, OR",1390,Double D Blonde (2013),4.9%,Hop Valley Brewing Company
50,16 oz.,American Pale Ale (APA),"Indianapolis, IN",1389,Osiris Pale Ale,5.6%,Sun King Brewing Company
42,16 oz.,German Pilsener,"Brooklyn, NY",1388,The Crisp,5.4%,Sixpoint Craft Ales
34,16 oz.,Cream Ale,"Brooklyn, NY",1387,Sweet Action,5.2%,Sixpoint Craft Ales
57,16 oz.,Rye Beer,"Brooklyn, NY",1386,Righteous Ale,6.3%,Sixpoint Craft Ales
62,16 oz.,American IPA,"Brooklyn, NY",1385,Bengali Tiger,6.4%,Sixpoint Craft Ales
75,12 oz.,American IPA,"Monument, CO",1384,Elephant Rock IPA,7.0%,Pikes Peak Brewing Company
19,12 oz.,American Pale Lager,"Edwards, CO",1383,Beaver Logger,5.2%,Gore Range Brewery
74,16 oz.,American IPA,"Buena Vista, CO",1382,Crank Yanker IPA,7.8%,Eddyline Brewery & Restaurant
N/A,16 oz.,American Pale Wheat Ale,"Danville, PA",1381,Endless Sun Ale,4.5%,Old Forge Brewing Company
28,12 oz.,Kölsch,"Boston, MA",1380,Harpoon Summer Beer,5.0%,Harpoon Brewery
42,12 oz.,American IPA,"Boston, MA",1379,Harpoon IPA,5.9%,Harpoon Brewery
N/A,16 oz.,Cider,"Spring Lake, MI",1378,Totally Roasted,6.8%,Vander Mill Ciders
N/A,16 oz.,Cider,"Spring Lake, MI",1377,Blue Gold,6.8%,Vander Mill Ciders
N/A,16 oz.,Cider,"Spring Lake, MI",1376,Hard Apple,6.8%,Vander Mill Ciders
N/A,16 oz.,Mead,"Boulder, CO",1375,Nectar of the Hops,8.0%,Redstone Meadery
N/A,16 oz.,Mead,"Boulder, CO",1374,Sunshine Nectar,8.0%,Redstone Meadery
N/A,16 oz.,Mead,"Boulder, CO",1373,Black Raspberry Nectar,8.0%,Redstone Meadery
N/A,12 oz.,Mead,"Eugene, OR",1372,Yellow Collar,5.9%,Blue Dog Mead
N/A,12 oz.,Mead,"Eugene, OR",1371,Green Collar,5.9%,Blue Dog Mead
42,12 oz.,American Amber / Red Lager,"Sacramento, CA",1370,Ruhstaller's Gilt Edge Lager Beer,4.8%,Ruhstaller Beer Company
N/A,12 oz.,American Pale Ale (APA),"Tampa, FL",1369,Gwar Beer,5.5%,Cigar City Brewing Company
75,16 oz. Alumi-Tek®,Russian Imperial Stout,"Indianapolis, IN",1367,Bourbon Barrel Aged Timmie,9.9%,Sun King Brewing Company
23,16 oz. Alumi-Tek®,Flanders Oud Bruin,"Indianapolis, IN",1366,Stupid Sexy Flanders,6.3%,Sun King Brewing Company
N/A,12 oz.,Pumpkin Ale,"Nantucket, MA",1365,Pumple Drumkin,6.0%,Cisco Brewers
N/A,12 oz.,American Brown Ale,"Lake Barrington, IL",1364,Big Bowl Blonde Ale,5.0%,Wild Onion Brewing Company
25,12 oz.,Grisette,"Pottstown, PA",1363,Grisette,5.6%,Sly Fox Brewing Company
N/A,16 oz.,English India Pale Ale (IPA),"Santa Cruz, CA",1362,Casinos IPA,7.0%,Santa Cruz Mountain Brewing
18,12 oz.,American Blonde Ale,"Stamford, CT",1361,Half Full Bright Ale,5.2%,Half Full Brewery
38,12 oz.,Extra Special / Strong Bitter (ESB),"Eagle, CO",1360,Screaming Eagle Special Ale ESB,4.8%,Bonfire Brewing Company
N/A,12 oz.,Shandy,"Utica, NY",1359,Saranac Shandy,4.2%,Matt Brewing Company
15,16 oz.,Märzen / Oktoberfest,"Stevens Point, WI",1357,Point Oktoberfest,5.7%,Stevens Point Brewery
30,12 oz.,Tripel,"Philadelphia, PA",1356,Monk from the 'Yunk,9.0%,Manayunk Brewing Company
14,12 oz.,Fruit / Vegetable Beer,"Philadelphia, PA",1355,Schuylkill Punch,6.0%,Manayunk Brewing Company
13,12 oz.,American Pale Lager,"Springfield, OR",1354,541 American Lager,4.8%,Hop Valley Brewing Company
90,12 oz.,American IPA,"Springfield, OR",1353,Alphadelic IPA,6.5%,Hop Valley Brewing Company
N/A,16 oz.,Bière de Garde,"Grand Rapids, MI",1352,Contemplation,6.5%,Brewery Vivant
30,16 oz.,Cream Ale,"San Diego, CA",1351,Grazias,6.3%,Hess Brewing Company
4,12 oz.,Cream Ale,"Boonville, CA",1350,Summer Solstice,5.6%,Anderson Valley Brewing Company
30,16 oz.,Vienna Lager,"Boston, MA",1349,Boston Lager,4.9%,Boston Beer Company
23,12 oz.,Czech Pilsener,"Brooklyn, NY",1348,KelSo Pilsner,5.5%,KelSo Beer Company
N/A,16 oz. Alumi-Tek®,American Porter,"Indianapolis, IN",1347,Bourbon Barrel Cowbell,???,Sun King Brewing Company
86,16 oz.,American IPA,"San Diego, CA",1346,Habitus IPA,8.0%,Hess Brewing Company
N/A,12 oz.,Chile Beer,"Denver, CO",1345,Patty's Chile Beer,4.2%,Wynkoop Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Baltimore, MD",1344,Classique,4.5%,Stillwater Artisanal Ales
N/A,12 oz.,American Blonde Ale,"Tucson, AZ",1343,Barrio Tucson Blonde,4.5%,Barrio Brewing Company
N/A,12 oz.,Cider,"Stevens Point, WI",1342,First Press,5.0%,Ciderboys
N/A,12 oz.,Cider,"Stevens Point, WI",1341,Magic Apple,5.0%,Ciderboys
20,12 oz.,Pumpkin Ale,"Boston, MA",1340,UFO Pumpkin,5.9%,Harpoon Brewery
26,12 oz.,American Pale Wheat Ale,"Chico, CA",1338,Old Chico Crystal Wheat,4.8%,Sierra Nevada Brewing Company
N/A,12 oz.,Oatmeal Stout,"Springdale, AR",1337,Core Oatmeal Stout,5.7%,Core Brewing & Distilling Company
N/A,12 oz.,Extra Special / Strong Bitter (ESB),"Springdale, AR",1336,Core ESB,6.1%,Core Brewing & Distilling Company
18,16 oz.,American Blonde Ale,"Bucryus, MO",1335,Float Trip Ale,4.5%,Piney River Brewing Company
85,12 oz.,American Double / Imperial IPA,"Philadelphia, PA",1334,Dreamin' Double IPA,8.5%,Manayunk Brewing Company
50,12 oz.,American Double / Imperial Stout,"Denton, TX",1333,Quakertown Stout,9.2%,Armadillo Ale Works
20,12 oz.,Saison / Farmhouse Ale,"Denton, TX",1332,Greenbelt Farmhouse Ale,5.1%,Armadillo Ale Works
18,12 oz.,Cream Ale,"Richmond, VA",1331,Hardywood Cream Ale,4.4%,Hardywood Park Craft Brewery
N/A,16 oz.,American Amber / Red Lager,"Roanoke, VA",1330,Track 1 Amber Lager,4.5%,Roanoke Railhouse Brewery
N/A,12 oz.,American Pale Wheat Ale,"Chandler, AZ",1329,I.W.A. (2011),6.0%,SanTan Brewing Company
85,16 oz.,American Double / Imperial IPA,"Brevard, NC",1328,Deviant Dale's IPA,8.0%,Oskar Blues Brewery (North Carol...
80,12 oz.,American IPA,"Boonville, CA",1327,Hop Ottin' IPA,7.0%,Anderson Valley Brewing Company
15,12 oz.,American Amber / Red Ale,"Boonville, CA",1326,Boont Amber Ale,5.8%,Anderson Valley Brewing Company
16,12 oz.,American Blonde Ale,"Miami, FL",1325,Big Rod Coconut Ale,5.3%,Miami Brewing Company
45,12 oz.,American Pale Wheat Ale,"Saint Louis, MO",1324,Schlafly Yakima Wheat Ale,5.0%,Schlafly Brewing Company
N/A,12 oz.,Schwarzbier,"Saint Louis, MO",1323,Schlafly Black Lager,5.0%,Schlafly Brewing Company
45,16 oz.,American IPA,"Boulder, CO",1322,Green Bullet Organic India Pale Ale,7.0%,Asher Brewing Company
N/A,12 oz.,American Brown Ale,"Lincoln, NE",1321,Brewerhood Brown Ale,5.5%,Blue Blood Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Lincoln, NE",1320,Last Call Imperial Amber Ale,8.0%,Blue Blood Brewing Company
N/A,12 oz.,American Double / Imperial IPA,"Lincoln, NE",1319,Pernicious Double IPA,9.6%,Blue Blood Brewing Company
20,12 oz.,Scotch Ale / Wee Heavy,"Nellysford, VA",1318,Wild Wolf Wee Heavy Scottish Style Ale,5.7%,Wild Wolf Brewing Company
20,12 oz.,American Pale Ale (APA),"South Deerfield, MA",1317,Steel Rail Extra Pale Ale,5.3%,Berkshire Brewing Company
N/A,12 oz.,American Strong Ale,"Denver, CO",1316,Colorojo Imperial Red Ale,8.2%,Wynkoop Brewing Company
90,19.2 oz.,American Double / Imperial IPA,"Boulder, CO",1315,Upslope Imperial India Pale Ale,9.9%,Upslope Brewing Company
N/A,16 oz.,German Pilsener,"Indianapolis, IN",1314,Popcorn Pilsner,5.4%,Sun King Brewing Company
30,12 oz.,Märzen / Oktoberfest,"Boston, MA",1313,Harpoon Octoberfest,5.5%,Harpoon Brewery
5,12 oz.,Gose,"Mt. Pleasant, SC",1312,Westbrook Gose,4.0%,Westbrook Brewing Company
N/A,12 oz.,Kölsch,"Portland, ME",1311,Geary's Summer Ale,6.0%,D.L. Geary Brewing Company
30,12 oz.,Vienna Lager,"Boston, MA",1310,Boston Lager,4.9%,Boston Beer Company
65,12 oz.,American IPA,"Ashburn, VA",1309,Face Plant IPA,6.2%,Lost Rhino Brewing Company
55,12 oz.,Czech Pilsener,"Ashburn, VA",1308,Rhino Chasers Pilsner,5.6%,Lost Rhino Brewing Company
N/A,12 oz.,English India Pale Ale (IPA),"Slippery Rock, PA",1307,Paleo IPA,6.0%,North Country Brewing Company
N/A,12 oz.,American Stout,"Slippery Rock, PA",1306,Buck Snort Stout,6.1%,North Country Brewing Company
N/A,12 oz.,Irish Red Ale,"Slippery Rock, PA",1305,Station 33 Firehouse Red,5.5%,North Country Brewing Company
N/A,12 oz.,German Pilsener,"Slippery Rock, PA",1304,Slimy Pebble Pils,4.5%,North Country Brewing Company
N/A,12 oz.,German Pilsener,"Lincoln, NE",1303,6-4-3 Double Play Pilsner,5.2%,Blue Blood Brewing Company
60,12 oz.,American IPA,"Santa Cruz, CA",1302,Blur India Pale Ale,7.4%,Seabright Brewery
N/A,12 oz.,American Blonde Ale,"Spearfish, SD",1301,Easy Livin' Summer Ale,4.5%,Crow Peak Brewing Company
32,12 oz.,Kölsch,"Asheville, NC",1300,Gateway Kolsch Style Ale,5.3%,French Broad Brewery
N/A,12 oz.,Belgian IPA,"Chandler, AZ",1299,Supermonk I.P.A.,6.5%,SanTan Brewing Company
N/A,16 oz.,Witbier,"Boise, ID",1298,Sockeye Belgian Style Summer Ale,5.0%,Sockeye Brewing Company
15,12 oz.,American Stout,"Durango, CO",1297,Estival Cream Stout,5.8%,Ska Brewing Company
60,12 oz.,American IPA,"Los Angeles, CA",1296,Point the Way IPA,5.9%,Golden Road Brewing
28,12 oz.,Czech Pilsener,"Chico, CA",1295,Summerfest,5.0%,Sierra Nevada Brewing Company
N/A,16 oz.,Cider,"Cincinnati, OH",1294,Angry Orchard Apple Ginger,5.0%,Angry Orchard Cider Company
N/A,16 oz.,Cider,"Cincinnati, OH",1293,Angry Orchard Crisp Apple,5.0%,Angry Orchard Cider Company
N/A,12 oz.,Cider,"Cincinnati, OH",1292,Angry Orchard Crisp Apple,5.0%,Angry Orchard Cider Company
35,16 oz.,German Pilsener,"Providence, RI",1291,Narragansett Bohemian Pilsner,8.6%,Narragansett Brewing Company
N/A,12 oz.,English Pale Ale,"Blanco, TX",1290,The Sword Iron Swan Ale,5.9%,Real Ale Brewing Company
80,12 oz.,American IPA,"Bozeman, MT",1289,Bozone HopZone IPA,7.0%,Bozeman Brewing Company
25,12 oz.,Hefeweizen,"Bozeman, MT",1288,Bozone Hefe Weizen,6.0%,Bozeman Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Brooklyn, NY",1287,Hipster Ale (Two Roads Brewing),5.5%,Evil Twin Brewing
N/A,12 oz.,American IPA,"Brooklyn, NY",1286,Bikini Beer,2.7%,Evil Twin Brewing
N/A,16 oz.,Hefeweizen,"Stratford, CT",1285,No Limits Hefeweizen,5.0%,Two Roads Brewing Company
17,12 oz.,Dortmunder / Export Lager,"Warrenville, IL",1284,Dog Days Lager,5.1%,Two Brothers Brewing Company
32,16 oz.,Czech Pilsener,"Medford, OR",1283,Na Zdraví Pilsner,4.8%,Southern Oregon Brewing Company
65,16 oz.,American IPA,"Medford, OR",1282,Nice Rack IPA,5.5%,Southern Oregon Brewing Company
15,12 oz.,Märzen / Oktoberfest,"Boston, MA",1281,Samuel Adams Octoberfest,5.3%,Boston Beer Company
N/A,16 oz.,American Adjunct Lager,"Rochester, MI",1280,Lazy Daze Lager,5.5%,Rochester Mills Brewing Company
47,16 oz.,English India Pale Ale (IPA),"Brooklyn, NY",1279,East India Pale Ale,6.8%,Brooklyn Brewery
N/A,12 oz.,American Amber / Red Ale,"Traverse City, MI",1278,Northern Hawk Owl Amber,5.8%,The Right Brain Brewery
N/A,16 oz.,American Stout,"Traverse City, MI",1277,CEO Stout,5.9%,The Right Brain Brewery
N/A,16 oz.,American Pale Ale (APA),"Traverse City, MI",1276,Will Power Pale Ale,4.7%,The Right Brain Brewery
N/A,12 oz.,American Blonde Ale,"Davenport, IA",1275,Dirty Blonde Chocolate Ale,4.8%,Great River Brewery
18,24 oz.,American Amber / Red Lager,"Kona, HI",1274,Longboard Island Lager,4.6%,Kona Brewing Company
N/A,16 oz.,Witbier,"Royal Oak, MI",1273,SNO White Ale,4.8%,MillKing It Productions
24,16 oz.,American Amber / Red Ale,"Milwaukee, WI",1272,Louie's Demise Amber Ale,5.1%,Milwaukee Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Lahaina, HI",1271,Lemongrass Saison,5.0%,Maui Brewing Company
55,12 oz.,American Pale Ale (APA),"Richmond, VA",1270,Capital Trail Pale Ale,5.6%,Hardywood Park Craft Brewery
33,16 oz.,American Porter,"Aurora, IN",1269,Great Crescent Coconut Porter,5.6%,Great Crescent Brewery
23,16 oz.,Irish Red Ale,"Fort Collins, CO",1268,Rustic Red,5.2%,Pateros Creek Brewing Company
N/A,16 oz.,American Black Ale,"Grand Rapids, MI",1267,Black Rabbit,5.0%,Brewery Vivant
N/A,16 oz.,Saison / Farmhouse Ale,"Grand Rapids, MI",1266,Zaison,9.0%,Brewery Vivant
86,16 oz.,American Double / Imperial IPA,"Portland, OR",1265,Old Grogham Imperial India Pale Ale,8.5%,Natian Brewery
N/A,12 oz.,Pumpkin Ale,"O'Fallon, MO",1264,O'Fallon Pumpkin Beer,5.5%,O'Fallon Brewery
11,12 oz.,Hefeweizen,"Washington, DC",1263,El Hefe Speaks,5.3%,DC Brau Brewing Company
N/A,12 oz.,German Pilsener,"Albuquerque, NM",1262,Marble Pilsner,4.7%,Marble Brewery
34,12 oz.,American Black Ale,"Duluth, MN",1261,Bent Paddle Black Ale,6.0%,Bent Paddle Brewing Company
24,12 oz.,Scotch Ale / Wee Heavy,"Asheville, NC",1260,Wee-Heavy-Er Scotch Ale,7.0%,French Broad Brewery
42,12 oz.,Extra Special / Strong Bitter (ESB),"Asheville, NC",1259,13 Rebels ESB,5.2%,French Broad Brewery
66,12 oz.,American IPA,"O'Fallon, MO",1258,5 Day IPA,6.1%,O'Fallon Brewery
43,16 oz.,American Pale Ale (APA),"Vadnais Heights, MN",1257,Jack Pine Savage,5.3%,Big Wood Brewery
85,16 oz.,Rye Beer,"Vadnais Heights, MN",1256,Forest Fire Imperial Smoked Rye,9.9%,Big Wood Brewery
76,16 oz.,American Double / Imperial IPA,"Vadnais Heights, MN",1255,Bad Axe Imperial IPA,9.8%,Big Wood Brewery
N/A,12 oz.,American IPA,"Stevens Point, WI",1254,JP's Ould Sod Irish Red IPA,6.0%,James Page Brewing Company
38,12 oz.,German Pilsener,"Duluth, MN",1253,Venture Pils,5.0%,Bent Paddle Brewing Company
65,12 oz.,American Pale Ale (APA),"Longmont, CO",1252,Dale's Pale Ale,6.5%,Oskar Blues Brewery
N/A,12 oz.,American Pale Ale (APA),"Lenoir, NC",1251,Trail Maker Pale Ale,6.5%,Howard Brewing Company
N/A,12 oz.,Vienna Lager,"Lenoir, NC",1250,Action Man Lager,5.5%,Howard Brewing Company
70,12 oz.,American IPA,"Erie, PA",1249,Duluchan India Pale Ale,5.6%,Lavery Brewing Company
40,12 oz.,Altbier,"Ashland, VA",1248,Main St. Virginia Ale,5.0%,Center of the Universe Brewing C...
42,12 oz.,American Pale Ale (APA),"Ashland, VA",1247,Ray Ray’s Pale Ale,5.2%,Center of the Universe Brewing C...
N/A,12 oz.,Cider,"Leominster, MA",1246,Cranberry Blend,4.9%,Downeast Cider House
N/A,12 oz.,Cider,"Seattle, WA",1245,Schilling Hard Cider,6.5%,Schilling & Company
20,12 oz.,Vienna Lager,"Davenport, IA",1244,Dos Pistolas,4.8%,Great River Brewery
N/A,16 oz.,American Pale Wheat Ale,"Tampa, FL",1243,Tropical Heatwave,5.2%,Cigar City Brewing Company
50,12 oz.,American IPA,"Gainesville, FL",1242,Big Nose,7.3%,Swamp Head Brewery
10,12 oz.,Witbier,"Gainesville, FL",1241,Cotton Mouth,5.0%,Swamp Head Brewery
35,12 oz.,American Pale Ale (APA),"Gainesville, FL",1240,Stump Knocker Pale Ale,5.6%,Swamp Head Brewery
38,12 oz.,Oatmeal Stout,"Gainesville, FL",1239,Midnight Oil,5.0%,Swamp Head Brewery
18,12 oz.,Cream Ale,"Gainesville, FL",1238,Wild Night,5.9%,Swamp Head Brewery
34,12 oz.,American Porter,"Half Moon Bay, CA",1237,Pit Stop Chocolate Porter,3.7%,Mavericks Beer Company
21,12 oz.,Witbier,"Half Moon Bay, CA",1236,Pace Setter Belgian Style Wit,3.7%,Mavericks Beer Company
20,12 oz.,Kölsch,"Houston, TX",1235,Love Street Summer Seasonal (2014),4.7%,Karbach Brewing Company
N/A,12 oz.,American Double / Imperial IPA,"Fort Worth, TX",1234,The Imperial Texan,8.0%,Martin House Brewing Company
N/A,16 oz.,Rye Beer,"Fort Worth, TX",1233,Day Break 4-Grain Breakfast Beer,5.0%,Martin House Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Fort Worth, TX",1232,River House Saison,5.0%,Martin House Brewing Company
N/A,12 oz.,American Stout,"Fort Worth, TX",1231,There Will Be Stout,6.5%,Martin House Brewing Company
95,12 oz.,American Double / Imperial IPA,"San Diego, CA",1229,Dodgy Knight Imperial IPA,8.0%,TailGate Beer
23,12 oz.,American Pale Wheat Ale,"Fuquay-Varina, NC",1228,Mad Beach,4.8%,Aviator Brewing Company
N/A,16 oz.,American IPA,"Pacific, WA",1227,Hoppy Bitch IPA,6.3%,Northwest Brewing Company
42,16 oz.,American Pale Ale (APA),"Pacific, WA",1226,Three Skulls Ale Pale Ale,6.3%,Northwest Brewing Company
7,16 oz.,American Pale Wheat Ale,"Stevens Point, WI",1225,Point Nude Beach Summer Wheat,5.2%,Stevens Point Brewery
N/A,16 oz.,American IPA,"Aurora, CO",1224,Dank IPA,6.5%,Dad & Dude's Breweria
42,12 oz.,American IPA,"Grand Rapids, MI",1223,All Day IPA,4.7%,Founders Brewing Company
N/A,12 oz.,American IPA,"Kearney, NE",1222,Cropduster Mid-American IPA,6.5%,Thunderhead Brewing Company
13,12 oz.,Oatmeal Stout,"Boonville, CA",1221,Barney Flats Oatmeal Stout,5.7%,Anderson Valley Brewing Company
