ibu,size,style,brewery_location,id,name,abv,brewery_name
26,12 oz.,Märzen / Oktoberfest,"Eagle, CO",1613,Gyptoberfest,5.6%,Bonfire Brewing Company
N/A,12 oz.,American Pilsner,"Pottstown, PA",1612,Keeper (Current),5.0%,Mikkeller
N/A,12 oz.,American IPA,"Pottstown, PA",1611,Better Half,6.8%,Mikkeller
104,16 oz.,American IPA,"Indianapolis, IN",1610,Half Cycle IPA,6.0%,Flat 12 Bierwerks
92,12 oz.,American IPA,"Meridian, ID",1609,Initial Point India Pale Ale,7.1%,Slanted Rock Brewing Company
70,12 oz.,American Strong Ale,"Brooklyn, NY",1608,Global Warmer,7.0%,Sixpoint Craft Ales
N/A,12 oz.,Dortmunder / Export Lager,"Midvale, UT",1607,Bohemian Export Lager,6.0%,Bohemian Brewery
55,12 oz.,American Pale Ale (APA),"Jackson, WY",1606,Snow King Pale Ale,6.0%,Snake River Brewing Company
60,12 oz.,American Strong Ale,"Springfield, OR",1605,Festeroo Winter Ale,7.8%,Hop Valley Brewing Company
5,12 oz.,Fruit / Vegetable Beer,"Davenport, IA",1604,Chickawawa Lemonale,5.0%,Great River Brewery
85,12 oz.,American IPA,"Meadville, PA",1603,Good Vibes IPA,7.3%,Voodoo Brewery
N/A,12 oz.,American Brown Ale,"Spearfish, SD",1602,Bear Butte Nut Brown Ale,5.5%,Crow Peak Brewing Company
N/A,12 oz.,Witbier,"Boston, MA",1601,Cold Snap,5.5%,Boston Beer Company
N/A,12 oz.,Pumpkin Ale,"Philadelphia, PA",1600,Yunkin' Punkin',5.5%,Manayunk Brewing Company
55,16 oz.,Extra Special / Strong Bitter (ESB),"Indianapolis, IN",1599,Royal Brat,6.5%,Sun King Brewing Company
N/A,12 oz.,American Amber / Red Lager,"Mustang, OK",1598,Mustang Sixty-Six,5.0%,Mustang Brewing Company
N/A,12 oz.,Altbier,"Midvale, UT",1597,Altus Bohemes Altbier,5.3%,Bohemian Brewery
100,12 oz.,American IPA,"Boise, ID",1596,Dagger Falls IPA,6.3%,Sockeye Brewing Company
100,12 oz.,American IPA,"Boise, ID",1595,Dagger Falls IPA,6.3%,Sockeye Brewing Company
35,16 oz.,American Stout,"Kent, WA",1594,Maylani's Coconut Stout,5.3%,Airways Brewing Company
N/A,12 oz.,Baltic Porter,"San Francisco, CA",1593,He Said Baltic-Style Porter,8.2%,21st Amendment Brewery
N/A,12 oz.,Tripel,"San Francisco, CA",1592,He Said Belgian-Style Tripel,8.2%,21st Amendment Brewery
74,16 oz.,American IPA,"Brooklyn, NY",1591,Autumnation (2013),6.7%,Sixpoint Craft Ales
N/A,16 oz.,Pumpkin Ale,"Buena Vista, CO",1590,Pumpkin Patch Ale,5.0%,Eddyline Brewery & Restaurant
N/A,16 oz.,American IPA,"Carlsbad, CA",1589,PONTO S.I.P.A.,4.5%,Pizza Port Brewing Company
16,12 oz.,Winter Warmer,"Pottstown, PA",1588,Sly Fox Christmas Ale 2013,5.5%,Sly Fox Brewing Company
N/A,12 oz.,American Pale Ale (APA),"Conestoga, PA",1587,Seven Gates Pale Ale,5.6%,Spring House Brewing Company
18,12 oz.,American Amber / Red Ale,"Fort Collins, CO",1586,Fat Tire Amber Ale,5.2%,New Belgium Brewing Company
